date_time,date,A1,A2,nudge
2020年2月20日 10時35分44秒,2020年2月20日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月20日 10時42分36秒,2020年2月20日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年2月20日 11時03分27秒,2020年2月20日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月20日 11時11分23秒,2020年2月20日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月20日 11時13分23秒,2020年2月20日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月20日 11時17分04秒,2020年2月20日,すでに受けた,すでに調べた,統制群（４月・８月・１２月生まれ）
2020年2月20日 11時21分20秒,2020年2月20日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月20日 11時23分55秒,2020年2月20日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月20日 11時28分28秒,2020年2月20日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月20日 11時30分12秒,2020年2月20日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月20日 11時32分53秒,2020年2月20日,どちらとも言えない,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月20日 11時33分18秒,2020年2月20日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年2月20日 11時35分51秒,2020年2月20日,どちらとも言えない,どちらとも言えない,介入群①（５月・９月・１月生まれ）
2020年2月20日 11時42分12秒,2020年2月20日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月20日 12時05分28秒,2020年2月20日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月20日 12時08分54秒,2020年2月20日,どちらとも言えない,調べない,介入群③（７月・１１月・３月生まれ）
2020年2月20日 12時41分55秒,2020年2月20日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月20日 12時47分44秒,2020年2月20日,受ける,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年2月20日 12時52分23秒,2020年2月20日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月20日 12時58分48秒,2020年2月20日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月20日 13時14分43秒,2020年2月20日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年2月20日 13時41分11秒,2020年2月20日,受ける,どちらとも言えない,介入群③（７月・１１月・３月生まれ）
2020年2月20日 13時48分10秒,2020年2月20日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月20日 14時08分41秒,2020年2月20日,どちらとも言えない,どちらとも言えない,介入群①（５月・９月・１月生まれ）
2020年2月20日 14時25分46秒,2020年2月20日,どちらとも言えない,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月20日 14時31分06秒,2020年2月20日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月20日 14時37分15秒,2020年2月20日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月20日 14時51分32秒,2020年2月20日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月20日 15時11分45秒,2020年2月20日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月20日 15時12分58秒,2020年2月20日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月20日 15時30分06秒,2020年2月20日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月20日 15時30分13秒,2020年2月20日,すでに受けた,すでに調べた,介入群①（５月・９月・１月生まれ）
2020年2月20日 15時35分58秒,2020年2月20日,受けない,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月20日 15時52分44秒,2020年2月20日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月20日 15時54分54秒,2020年2月20日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月20日 15時59分08秒,2020年2月20日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月20日 16時10分07秒,2020年2月20日,受ける,どちらとも言えない,介入群③（７月・１１月・３月生まれ）
2020年2月20日 16時12分44秒,2020年2月20日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年2月20日 16時14分22秒,2020年2月20日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月20日 16時22分40秒,2020年2月20日,絶対に受ける,すでに調べた,統制群（４月・８月・１２月生まれ）
2020年2月20日 16時23分06秒,2020年2月20日,どちらとも言えない,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月20日 16時30分52秒,2020年2月20日,受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年2月20日 16時38分30秒,2020年2月20日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月20日 16時57分24秒,2020年2月20日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月20日 17時07分31秒,2020年2月20日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月20日 17時08分45秒,2020年2月20日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月20日 17時18分26秒,2020年2月20日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月20日 17時29分16秒,2020年2月20日,すでに受けた,すでに調べた,介入群③（７月・１１月・３月生まれ）
2020年2月20日 17時33分05秒,2020年2月20日,受ける,どちらとも言えない,介入群①（５月・９月・１月生まれ）
2020年2月20日 17時37分25秒,2020年2月20日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月20日 17時40分30秒,2020年2月20日,絶対に受ける,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年2月20日 17時45分55秒,2020年2月20日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月20日 17時48分01秒,2020年2月20日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月20日 17時48分02秒,2020年2月20日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月20日 17時56分53秒,2020年2月20日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月20日 18時08分02秒,2020年2月20日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月20日 18時56分44秒,2020年2月20日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月20日 18時57分05秒,2020年2月20日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月20日 19時06分56秒,2020年2月20日,すでに受けた,すでに調べた,介入群③（７月・１１月・３月生まれ）
2020年2月20日 19時07分06秒,2020年2月20日,絶対に受ける,すでに調べた,介入群③（７月・１１月・３月生まれ）
2020年2月20日 19時17分35秒,2020年2月20日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月20日 19時19分26秒,2020年2月20日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月20日 19時36分05秒,2020年2月20日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月20日 19時56分59秒,2020年2月20日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月20日 19時59分34秒,2020年2月20日,どちらとも言えない,どちらとも言えない,介入群②（６月・１０月・２月生まれ）
2020年2月20日 20時00分49秒,2020年2月20日,すでに受けた,絶対に調べない,統制群（４月・８月・１２月生まれ）
2020年2月20日 20時04分26秒,2020年2月20日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月20日 20時16分22秒,2020年2月20日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月20日 20時19分07秒,2020年2月20日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月20日 20時22分45秒,2020年2月20日,絶対に受ける,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年2月20日 20時39分09秒,2020年2月20日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月20日 20時40分46秒,2020年2月20日,どちらとも言えない,調べる,介入群①（５月・９月・１月生まれ）
2020年2月20日 20時44分15秒,2020年2月20日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月20日 21時01分32秒,2020年2月20日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月20日 21時07分38秒,2020年2月20日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月20日 21時13分00秒,2020年2月20日,絶対に受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月20日 21時13分19秒,2020年2月20日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月20日 21時17分06秒,2020年2月20日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月20日 21時39分01秒,2020年2月20日,すでに受けた,すでに調べた,介入群①（５月・９月・１月生まれ）
2020年2月20日 21時45分15秒,2020年2月20日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月20日 21時45分21秒,2020年2月20日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月20日 21時50分59秒,2020年2月20日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年2月20日 21時58分51秒,2020年2月20日,受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
